unique_number,id_no,rev_bis,name_en,name_fr,short_description_en,short_description_fr,justification_en,justification_fr,date_inscribed,secondary_dates,danger,date_end,danger_list,longitude,latitude,area_hectares,C1,C2,C3,C4,C5,C6,N7,N8,N9,N10,criteria_txt,category,category_short,states_name_en,states_name_fr,region_en,region_fr,iso_code,udnp_code,transboundary
68,64,,Tikal National Park,Parc national de Tikal,"<p>In the heart of the jungle, surrounded by lush vegetation, lies one of the major sites of Mayan civilization, inhabited from the 6th century B.C. to the 10th century A.D. The ceremonial centre contains superb temples and palaces, and public squares accessed by means of ramps. Remains of dwellings are scattered throughout the surrounding countryside.</p>","<p>Au cœur de la jungle, dans une végétation luxuriante, Tikal est l'un des sites majeurs de la civilisation maya qui fut habité du VI<sup>e</sup> siècle av. J.-C. au X<sup>e</sup> siècle de l'ère chrétienne. Son centre cérémoniel comporte de superbes temples et palais et des places publiques auxquelles on accède par des rampes. Des vestiges d'habitations sont disséminés dans la campagne avoisinante.</p>",,,1979,,0,,,-89.61666667,17.21666667,57600,1,0,1,1,0,0,0,0,1,1,(i)(iii)(iv)(ix)(x),Mixed,C/N,Guatemala,Guatemala,Latin America and the Caribbean,Amérique latine et Caraïbes,gt,gtm,0
69,65,,Antigua Guatemala,Antigua Guatemala,"<p>Antigua, the capital of the Captaincy-General of Guatemala, was founded in the early 16th century. Built 1,500 m above sea-level, in an earthquake-prone region, it was largely destroyed by an earthquake in 1773 but its principal monuments are still preserved as ruins. In the space of under three centuries the city, which was built on a grid pattern inspired by the Italian Renaissance, acquired a number of superb monuments.</p>","<p>Antigua, capitale de la Capitainerie générale du Guatemala, fut fondée au début du XVI<sup>e</sup> siècle. Bâtie à 1 500 m d'altitude dans une zone de secousses telluriques, elle fut en grande partie détruite par un séisme en 1773, mais ses principaux monuments sont toujours préservés en tant que ruines. Construite selon un plan en damier inspiré des principes de la Renaissance italienne, elle s'est, en moins de trois siècles, enrichie de monuments superbes.</p>",,,1979,,0,,,-90.73381,14.556504,0,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,Guatemala,Guatemala,Latin America and the Caribbean,Amérique latine et Caraïbes,gt,gtm,0
167,149,,Archaeological Park and Ruins of Quirigua,Parc archéologique et ruines de Quirigua,"<p>Inhabited since the 2nd century A.D., Quirigua had become during the reign of Cauac Sky (723–84) the capital of an autonomous and prosperous state. The ruins of Quirigua contain some outstanding 8th-century monuments and an impressive series of carved stelae and sculpted calendars that constitute an essential source for the study of Mayan civilization.</p>","<p>Habitée dès le II<sup>e</sup> siècle, Quiringa était devenue, au cours du régne de Cauac Sky (723-84), la capitale d'un État autonome. Elle conserve d'admirables monuments du VIII<sup>e</sup> siècle et une impressionnante série de stèles et de calendriers sculptés constituant une source essentielle pour l'histoire de la civilisation maya.</p>",,,1981,,0,,,-89.04025,15.27059,34,1,1,0,1,0,0,0,0,0,0,(i)(ii)(iv),Cultural,C,Guatemala,Guatemala,Latin America and the Caribbean,Amérique latine et Caraïbes,gt,gtm,0
199,180,,"National History Park – Citadel, Sans Souci, Ramiers","Parc national historique – Citadelle, Sans Souci, Ramiers","<p>These Haitian monuments date from the beginning of the 19th century, when Haiti proclaimed its independence. The Palace of Sans Souci, the buildings at Ramiers and, in particular, the Citadel serve as universal symbols of liberty, being the first monuments to be constructed by black slaves who had gained their freedom.</p>","<p>Ces monuments d’Haïti, le palais de Sans Souci, les bâtiments des Ramiers et tout particulièrement la Citadelle, qui remontent au début du XIXe siècle, époque où la République proclama son indépendance, sont chargés d’un symbolisme universel car ils sont les premiers à avoir été bâtis par des esclaves noirs ayant conquis leur liberté.</p>",,,1982,,0,,,-72.234268,19.573025,25285.59,0,0,0,1,0,1,0,0,0,0,(iv)(vi),Cultural,C,Haiti,Haïti,Latin America and the Caribbean,Amérique latine et Caraïbes,ht,hti,0
320,286,,Vatican City,Cité du Vatican,"<p>The Vatican City, one of the most sacred places in Christendom, attests to a great history and a formidable spiritual venture. A unique collection of artistic and architectural masterpieces lie within the boundaries of this small state. At its centre is St Peter's Basilica, with its double colonnade and a circular piazza in front and bordered by palaces and gardens. The basilica, erected over the tomb of St Peter the Apostle, is the largest religious building in the world, the fruit of the combined genius of Bramante, Raphael, Michelangelo, Bernini and Maderno.</p>","<p>Haut lieu du monde chrétien, la Cité du Vatican témoigne d'une grande histoire et d'une prodigieuse aventure spirituelle. Dans les limites de ce minuscule État, on peut admirer une concentration unique de chefs-d'œuvre de l'art. Avec la place circulaire à double colonnade qui la précède, avec les palais et les jardins qui l'entourent, la basilique, élevée sur les lieux du martyre de l'apôtre Pierre, en constitue le centre. C'est le plus grand édifice religieux du monde, fruit des génies conjugués de Bramante, Raphaël, Michel-Ange, Bernin et Maderno.</p>",,,1984,,0,,,12.45736,41.90216,44,1,1,0,1,0,1,0,0,0,0,(i)(ii)(iv)(vi),Cultural,C,Holy See,Saint-Siège,Europe and North America,Europe et Amérique du Nord,va,vat,0
2414,129,,Maya Site of Copan,Site maya de Copán,"<p>Discovered in 1570 by Diego García de Palacio, the ruins of Copán, one of the most important sites of the Mayan civilization, were not excavated until the 19th century. The ruined citadel and imposing public squares reveal the three main stages of development before the city was abandoned in the early 10th century.</p>","<p>Le site fut découvert en 1570 par Diego García de Palacio, mais des fouilles n'y ont été entreprises qu'à partir du XIX<sup>e</sup> siècle. C'est l'un des sites majeurs de la civilisation maya. Les ruines de son acropole et de ses places monumentales témoignent des trois grandes étapes de son développement, avant son abandon au début du X<sup>e</sup> siècle.</p>",,,1980,,0,,,-89.13333,14.85,15.095,0,0,0,1,0,1,0,0,0,0,(iv)(vi),Cultural,C,Honduras,Honduras,Latin America and the Caribbean,Amérique latine et Caraïbes,hn,hnd,0
217,196,,Río Plátano Biosphere Reserve,Réserve de la biosphère Río Plátano,"<p>Located on the watershed of the R&iacute;o Pl&aacute;tano, the reserve is one of the few remains of a tropical rainforest in Central America and has an abundant and varied plant and wildlife. In its mountainous landscape sloping down to the Caribbean coast, over 2,000 indigenous people have preserved their traditional way of life.</p>","<p>Situ&eacute;e dans le bassin versant du R&iacute;o Platano, la r&eacute;serve abrite l'un des rares vestiges de la for&ecirc;t tropicale humide d'Am&eacute;rique centrale. Sa faune et sa flore sont abondantes et vari&eacute;es. Dans un paysage montagneux qui descend jusqu'&agrave; la c&ocirc;te des Cara&iuml;bes, plus de 2 000 indig&egrave;nes ont conserv&eacute; leur mode de vie traditionnel.</p>",,,1982,,1,2007,Y 2011 P 1996-2007,-84.675,15.74444444,350000,0,0,0,0,0,0,1,1,1,1,(vii)(viii)(ix)(x),Natural,N,Honduras,Honduras,Latin America and the Caribbean,Amérique latine et Caraïbes,hn,hnd,0
462,400,Bis,"Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrássy Avenue","Budapest, avec les rives du Danube, le quartier du château de Buda et l’avenue Andrássy","<p>This site has the remains of monuments such as the Roman city of Aquincum and the Gothic castle of Buda, which have had a considerable influence on the architecture of various periods. It is one of the world's outstanding urban landscapes and illustrates the great periods in the history of the Hungarian capital.</p>","<p>Conservant des vestiges de monuments ayant exercé une grande influence architecturale à diverses époques, comme ceux de la cité romaine d'Aquincum et le château gothique de Buda, ce site, qui est l'un des plus beaux paysages urbains du monde, illustre les périodes brillantes de l'histoire de la capitale hongroise.</p>",,,1987,2002,0,,,19.07067,47.48242,473.3,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Hungary,Hongrie,Europe and North America,Europe et Amérique du Nord,hu,hun,0
464,401,rev,Old Village of Hollókő and its Surroundings,"Hollókő, le vieux village et son environnement","<p>Hollok&ouml; is an outstanding example of a deliberately preserved traditional settlement. This village, which developed mainly during the 17th and 18th centuries, is a living example of rural life before the agricultural revolution of the 20th century.</p>","<p>Exemple exceptionnel d'habitat traditionnel volontairement conserv&eacute;, le village d'Hollok&ouml;, qui s'est d&eacute;velopp&eacute; surtout aux XVII<sup>e</sup> et XVIII<sup>e</sup> si&egrave;cles, reste un t&eacute;moignage toujours vivant des formes de la vie rurale avant la r&eacute;volution agricole du XX<sup>e</sup> si&egrave;cle.</p>",,,1987,,0,,,19.52917,47.99444,144.5,0,0,0,0,1,0,0,0,0,0,(v),Cultural,C,Hungary,Hongrie,Europe and North America,Europe et Amérique du Nord,hu,hun,0
552,474,Rev,Hortobágy National Park - the <i>Puszta</i>,Parc national de Hortobágy - la <i>Puszta</i>,"<p>The cultural landscape of the Hortob&aacute;gy <em>Puszta</em> consists of a vast area of plains and wetlands in eastern Hungary. Traditional forms of land use, such as the grazing of domestic animals, have been present in this pastoral society for more than two millennia.</p>",<p>Le paysage culturel de la <em>puszta</em> de l'Hortob&aacute;gy est une vaste &eacute;tendue de plaines et de mar&eacute;cages dans l'est de la Hongrie. L'utilisation traditionnelle des terres &agrave; des fins telles que le p&acirc;turage des animaux domestiques y a &eacute;t&eacute; perp&eacute;tu&eacute;e par une soci&eacute;t&eacute; pastorale pendant plus de deux mille ans.</p>,"<p><em>Criterion (iv):</em> The Hungarian Puszta is an outstanding example of a cultural landscape shaped by a pastoral human society.</p>
<p><em>Criterion (v):</em> The landscape of the Hortob&aacute;gy National Park preserves intact and visible the evidence of its traditional use over more than two millennia and represents the harmonious interaction between human beings and nature.</p>","<p><em>Crit&egrave;re (iv) :</em>&nbsp;La Puszta hongroise est un exemple exceptionnel de paysage culturel constitu&eacute; par une soci&eacute;t&eacute; pastorale.</p>
<p><em>Crit&egrave;re (v) :</em>&nbsp;Le paysage du Parc national de l&rsquo;Hortob&aacute;gy conserve intactes et visibles les traces de son utilisation traditionnelle sur une dur&eacute;e de plus de deux mille ans et illustre l&rsquo;interaction harmonieuse entre l&rsquo;homme et la nature.</p>",1999,,0,,,21.15678,47.59458,74820,0,0,0,1,1,0,0,0,0,0,(iv)(v),Cultural,C,Hungary,Hongrie,Europe and North America,Europe et Amérique du Nord,hu,hun,0
893,758,,Millenary Benedictine Abbey of Pannonhalma and its Natural Environment,Abbaye bénédictine millénaire de Pannonhalma et son environnement naturel,"<p>The first Benedictine monks settled here in 996. They went on to convert the Hungarians, to found the country's first school and, in 1055, to write the first document in Hungarian. From the time of its founding, this monastic community has promoted culture throughout central Europe. Its 1,000-year history can be seen in the succession of architectural styles of the monastic buildings (the oldest dating from 1224), which still today house a school and the monastic community.</p>","<p>Les premiers moines b&eacute;n&eacute;dictins install&eacute;s ici en 996 &eacute;vang&eacute;lis&egrave;rent les Hongrois, fond&egrave;rent la premi&egrave;re &eacute;cole magyare et r&eacute;dig&egrave;rent, en 1055, le premier texte en hongrois. Depuis sa fondation, cette communaut&eacute; monastique ne cessa d'assurer la diffusion de la culture en Europe centrale. Son histoire mill&eacute;naire se lit dans la succession des styles architecturaux des b&acirc;timents monastiques, le plus ancien datant de 1224, qui accueillent aujourd'hui encore une &eacute;cole et la communaut&eacute; des moines.</p>",<p>The Committee decided to inscribe the nominated property on the basis of cultural criteria (iv) and (vi) considering that the site is of outstanding universal value illustrating in an exceptional manner the structure and setting of an early Christian Monastery that has evolved over a thousand years of continuous use. Its location and the early date of its foundation bear unique witness to the propagation and continuity of Christianity in Central Europe.</p>,"<p>Le Comit&eacute; a d&eacute;cid&eacute; d'inscrire le bien propos&eacute; sur la base des crit&egrave;res culturels (iv) et (vi), consid&eacute;rant que ce site de valeur universelle exceptionnelle illustre de mani&egrave;re exceptionnelle la structure et l'organisation d'un monast&egrave;re chr&eacute;tien en constante &eacute;volution depuis mille ans. Son site et la date pr&eacute;coce de sa fondation constituent un t&eacute;moignage unique du rayonnement de la chr&eacute;tient&eacute; en Europe centrale.</p>",1996,,0,,,17.78444,47.55889,47.4,0,0,0,1,0,1,0,0,0,0,(iv)(vi),Cultural,C,Hungary,Hongrie,Europe and North America,Europe et Amérique du Nord,hu,hun,0
1004,853,Rev,Early Christian Necropolis of Pécs (Sopianae),Nécropole paléochrétienne de Pécs (Sopianae),"<p>In the 4th century, a remarkable series of decorated tombs were constructed in the cemetery of the Roman provincial town of Sopianae (modern Pécs). These are important both structurally and architecturally, since they were built as underground burial chambers with memorial chapels above the ground. The tombs are important also in artistic terms, since they are richly decorated with murals of outstanding quality depicting Christian themes.</p>","<p>Au IV<sup>e</sup> siècle, une série remarquable de tombeaux ornés fut érigée dans le cimetière de la ville romaine provinciale de Sopianae (la Pécs moderne). Ces tombeaux sont importants, tant du point de vue structurel qu'architectural, car ils ont été construits sous terre comme des chambres funéraires surmontées de chapelles commémoratives en surface. Ils sont également importants sur le plan artistique dans la mesure où ils sont richement ornés de peintures murales d'une qualité exceptionnelle représentant des thèmes chrétiens.</p>","<p><em>Criterion (iii):</em> The burial chambers and memorial chapels of the Sopianae cemetery bear outstanding testimony to the strength and faith of the Christian communities of Late Roman Europe.</p>
<p><em>Criterion (iv):</em> The unique Early Christian sepulchral art and architecture of the northern and western Roman provinces is exceptionally well and fully illustrated by the Sopianae cemetery at Pécs.</p>","<p><em>Critère (iii) :</em> Les chambres funéraires et les chapelles commémoratives du cimetière de Sopianae témoignent de façon exceptionnelle de la force et de la foi des communautés chrétiennes de la fin de l’Empire romain en Europe.</p>
<p><em>Critère (iv) :</em> L’art et l’architecture funéraires paléochrétiens des provinces romaines du nord et de l’ouest sont illustrés de façon exceptionnelle et complète par le cimetière de Sopianae à Pécs.</p>",2000,,0,,,18.22778,46.07444,3.76,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Hungary,Hongrie,Europe and North America,Europe et Amérique du Nord,hu,hun,0
1240,1063,,Tokaj Wine Region Historic Cultural Landscape,Paysage culturel historique de la région viticole de Tokaj,"<p>The cultural landscape of Tokaj graphically demonstrates the long tradition of wine production in this region of low hills and river valleys. The intricate pattern of vineyards, farms, villages and small towns, with their historic networks of deep wine cellars, illustrates every facet of the production of the famous Tokaj wines, the quality and management of which have been strictly regulated for nearly three centuries.</p>","<p>Le paysage culturel de Tokaj t&eacute;moigne de fa&ccedil;on vivante de la longue tradition de production viticole dans cette r&eacute;gion de collines, rivi&egrave;res et vall&eacute;es. Ce r&eacute;seau complexe de vignobles, fermes, villages et petites villes avec son labyrinthe historique de caves &agrave; vin, illustre toutes les facettes de la production des fameux vins de Tokaj, dont la qualit&eacute; et la gestion sont strictement contr&ocirc;l&eacute;es depuis presque trois si&egrave;cles.</p>","<p><em>Criterion (iii):</em> &nbsp;The Tokaji wine region represents a distinct viticultural tradition that has existed for at least a thousand years and which has survived intact up to the present.</p>
<p><em>Criterion (v):</em> The entire landscape of the Tokaji wine region, including both vineyards and long established settlements, vividly illustrates the specialized form of traditional land-use that it represents.</p>","<p><em>Crit&egrave;re (iii) :</em> La r&eacute;gion du vin de Tokay est le reflet d&rsquo;une tradition viticole unique, existant depuis au moins mille ans et qui est, &agrave; ce jour, rest&eacute;e intacte.</p>
<p><em>Crit&egrave;re (v) :</em> L&rsquo;int&eacute;gralit&eacute; du paysage culturel de la r&eacute;gion viticole de Tokay, comprenant les vignobles ainsi que des &eacute;tablissements humains install&eacute;s de longue date, illustre de mani&egrave;re vivante la forme particuli&egrave;re d&rsquo;occupation traditionnelle du sol qu&rsquo;il repr&eacute;sente</p>",2002,,0,,,21.35,48.15,13255,0,0,1,0,1,0,0,0,0,0,(iii)(v),Cultural,C,Hungary,Hongrie,Europe and North America,Europe et Amérique du Nord,hu,hun,0
1333,1152,,Þingvellir National Park,Parc national de Þingvellir,"<p>Þingvellir (Thingvellir) is the National Park where the Althing, an open-air assembly representing the whole of Iceland, was established in 930 and continued to meet until 1798. Over two weeks a year, the assembly set laws - seen as a covenant between free men - and settled disputes. The Althing has deep historical and symbolic associations for the people of Iceland. The property includes the Þingvellir National Park and the remains of the Althing itself: fragments of around 50 booths built from turf and stone. Remains from the 10th century are thought to be buried underground. The site also includes remains of agricultural use from the 18th and 19th centuries. The park shows evidence of the way the landscape was husbanded over 1,000 years.</p>","<p>Þingvellir (Thingvellir) est le site en plein air de l'Althing, assemblée plénière représentant l'ensemble de l'Islande, qui s'est tenu à partir de 930 jusqu'en 1798. Durant une session annuelle qui durait une quinzaine de jours, l'assemblée élaborait des lois conçues comme des pactes entre hommes libres et réglait les différends. Pour la population islandaise, l'Althing est un lieu aux profondes résonances historiques et symboliques. L'ensemble comprend le Parc national du Þingvellir ainsi que les vestiges de l'Althing proprement dit, soit des fragments de quelque 50 cabanes de tourbe et de pierre. Il devrait subsister des vestiges du Xe siècle enfouis sous terre. Le site comprend également des vestiges de l'activité agricole au cours des XVIIIe et XIXe siècles. Le parc est un témoignage de l'aménagement du paysage sur près d'un millénaire.</p>","<p><em>Criterion (iii):</em> The Althing and its hinterland, the Þingvellir National Park, represent, through the remains of the assembly ground, the booths for those who attended, and through landscape evidence of settlement extending back possibly to the time the assembly was established, a unique reflection of mediaeval Norse/Germanic culture and one that persisted in essence from its foundation in 980 AD until the 18th century.</p>
<p><em>Criterion (vi):</em> Pride in the strong association of the Althing to mediaeval Germanic/Norse governance, known through the 12th century Icelandic sagas, and reinforced during the fight for independence in the 19th century, have, together with the powerful natural setting of the assembly grounds, given the site iconic status as a shrine for the national.</p>","<p><em>Critère (iii) :</em> L’Althing et son arrière-pays, le parc national de Þingvellir, représentent, par les vestiges du lieu de l’assemblée, les cabanes des participants et les preuves dans le paysage d’un peuplement remontant peut-être à l’époque de la constitution de cette assemblée, une illustration unique de la culture nordique/germanique médiévale, dont l’essence a perduré depuis sa fondation en 980 jusqu’au XVIIIe siècle.</p>
<p><em>Critère (vi) :</em> La fierté de l’association entre l’Althing et le système de gouvernement médiéval germanique/ nordique connue par les sagas islandaises du XIIe siècle, renforcée pendant la lutte pour l’indépendance au XIXe siècle et, associée à la force de l’environnement naturel de l’assemblée, a conféré au site le statut d’une icône en tant que sanctuaire pour les Islandais.</p>",2004,,0,,,-21.03725,64.25380556,9270,0,0,1,0,0,1,0,0,0,0,(iii)(vi),Cultural,C,Iceland,Islande,Europe and North America,Europe et Amérique du Nord,is,isl,0
1532,1267,,Surtsey,Surtsey,"<p>Surtsey, a volcanic island approximately 32 km from the south coast of Iceland, is a new island formed by volcanic eruptions that took place from 1963 to 1967. It is all the more outstanding for having been protected since its birth, providing the world with a pristine natural laboratory. Free from human interference, Surtsey has been producing unique long-term information on the colonisation process of new land by plant and animal life. Since they began studying the island in 1964, scientists have observed the arrival of seeds carried by ocean currents, the appearance of moulds, bacteria and fungi, followed in 1965 by the first vascular plant, of which there were 10 species by the end of the first decade. By 2004, they numbered 60 together with 75 bryophytes, 71 lichens and 24 fungi. Eighty-nine species of birds have been recorded on Surtsey, 57 of which breed elsewhere in Iceland. The 141 ha island is also home to 335 species of invertebrates.</p>","<p>Surtsey, situ&eacute;e &agrave; environ 32 km au sud de la c&ocirc;te islandaise, est une nouvelle &icirc;le volcanique cr&eacute;&eacute;e par des &eacute;ruptions qui ont eu lieu de 1963 &agrave; 1967. Prot&eacute;g&eacute;e d&egrave;s sa naissance, elle fournit au monde un laboratoire naturel tout &agrave; fait remarquable. Libre de toute interf&eacute;rence humaine, Surtsey est une source unique et continue d&rsquo;informations sur la colonisation d&rsquo;une nouvelle terre par la vie v&eacute;g&eacute;tale et animale. Depuis qu&rsquo;ils ont commenc&eacute; &agrave; observer l&rsquo;&icirc;le, en 1964, les scientifiques ont vu l&rsquo;arriv&eacute;e de graines transport&eacute;es par les courants marins, l&rsquo;apparition de moisissures, de bact&eacute;ries et de champignons. A suivi, en 1965, une premi&egrave;re plante vasculaire, bient&ocirc;t rejointe par d&rsquo;autres. Dix esp&egrave;ces se sont &eacute;tablies pendant la premi&egrave;re d&eacute;cennie. En 2004, on en d&eacute;nombrait 60, avec 75 bryophytes, 71 lichens et 24 champignons. On a r&eacute;pertori&eacute; &agrave; ce jour 89 esp&egrave;ces d&rsquo;oiseaux &agrave; Surtsey, dont 57 se reproduisent aussi ailleurs en Islande. Les 141 ha de l&rsquo;&icirc;le servent &eacute;galement d&rsquo;habitat &agrave; 335 esp&egrave;ces d&rsquo;invert&eacute;br&eacute;s.</p>",,,2008,,0,,,-20.60222222,63.30305556,3370,0,0,0,0,0,0,0,0,1,0,(ix),Natural,N,Iceland,Islande,Europe and North America,Europe et Amérique du Nord,is,isl,0
2301,1604,,Vatnajökull National Park - Dynamic Nature of Fire and Ice,Parc national du Vatnajökull – la nature dynamique du feu et de la glace,"<p>This iconic volcanic region covers an area of over 1,400,000 ha, nearly 14% of Iceland's territory. It numbers ten central volcanoes, eight of which are subglacial. Two of these are among the most active in Iceland. The interaction between volcanoes and the rifts that underlie the Vatnajökull ice cap takes many forms, the most spectacular of which is the <em>jökulhlaup</em> – a sudden flood caused by the breach of the margin of a glacier during an eruption. This recurrent phenomenon has led to the emergence of unique sandur plains, river systems and rapidly evolving canyons. Volcanic areas are home to endemic groundwater fauna that has survived the Ice Age.</p>","<p>Le bien, qui couvre plus de 1 400 000 ha, soit près de 14 % de l’Islande, est une région volcanique emblématique. Il compte dix volcans centraux, dont huit sous-glaciaires. Deux de ces derniers sont parmi les plus actifs d’Islande. L’interaction entre les volcans et les fissures qui sous-tendent la calotte glaciaire du Vatnajökull prend différentes formes dont la plus spectaculaire est le <em>jökulhlaup </em>: une inondation soudaine causée par la rupture de la marge d’un glacier durant une éruption. Ce phénomène récurrent a fait apparaître des plaines de sable uniques au monde, des réseaux fluviaux ainsi que des canyons en évolution rapide. Les zones volcaniques abritent une faune endémique des eaux souterraines qui a survécu à la période glaciaire.</p>",,,2019,,0,,,-16.88154044,64.577363,1482000,0,0,0,0,0,0,0,1,0,0,(viii),Natural,N,Iceland,Islande,Europe and North America,Europe et Amérique du Nord,is,isl,0
1460,231,rev,Red Fort Complex,Ensemble du Fort Rouge,"<p>The Red Fort Complex was built as the palace fort of Shahjahanabad – the new capital of the fifth Mughal Emperor of India, Shah Jahan. Named for its massive enclosing walls of red sandstone, it is adjacent to an older fort, the Salimgarh, built by Islam Shah Suri in 1546, with which it forms the Red Fort Complex. The private apartments consist of a row of pavilions connected by a continuous water channel, known as the Nahr-i-Behisht (Stream of Paradise). The Red Fort is considered to represent the zenith of Mughal creativity which, under the Shah Jahan, was brought to a new level of refinement. The planning of the palace is based on Islamic prototypes, but each pavilion reveals architectural elements typical of Mughal building, reflecting a fusion of Persian, Timurid and Hindu traditions The Red Fort’s innovative planning and architectural style, including the garden design, strongly influenced later buildings and gardens in Rajasthan, Delhi, Agra and further afield.</p>","<p>Palais-fort de Shahjahanabad – la nouvelle capitale de Shah Jahan (1628-1658), 5e empereur moghol d’Inde –, le Fort Rouge doit son nom à ses murs d’enceinte imposants en grès rouge. Il est voisin d’un autre fort, le fort Salimgarh, construit par Islam Shah Suri en 1546. À eux deux, ils forment l’ensemble du Fort Rouge. Les appartements privés consistent en une rangée de pavillons reliés par un canal que l’on appelle le Nahr-i-Bihisht, ou Fleuve du Paradis. On considère que le Fort Rouge représente l’apogée de la créativité moghole qui, sous l’empereur Shah Jahan, atteint un nouveau degré de raffinement. La disposition du palais est d’inspiration islamique, mais chaque pavillon dévoile des éléments architecturaux typiques des bâtiments moghols, reflétant une fusion des traditions perses, timourides et hindoues. La conception novatrice et le style architectural du Fort Rouge, notamment l’aménagement de ses jardins, ont fortement influencé les constructions et les jardins ultérieurs au Rajasthan, à Delhi, à Agra et dans les régions avoisinantes.</p>",,,2007,,0,,,77.24083333,28.65555556,49.1815,0,1,1,0,0,1,0,0,0,0,(ii)(iii)(vi),Cultural,C,India,Inde,Asia and the Pacific,Asie et Pacifique,in,ind,0
2182,232,,"Humayun's Tomb, Delhi","Tombe de Humayun, Delhi","<p>This tomb, built in 1570, is of particular cultural significance as it was the first garden-tomb on the Indian subcontinent. It inspired several major architectural innovations, culminating in the construction of the Taj Mahal.</p>","<p>Cette sépulture, construite en 1570, a une signification culturelle exceptionnelle car c'est le premier exemple de tombe-jardin sur le sous-continent indien. Elle a inspiré d'importantes innovations architecturales qui virent leur apogée avec la construction du Taj Mahal.</p>",<p>The Committee inscribed the site on the World Heritage List under criteria (ii) and (iv).</p>,,1993,,0,,,77.25056,28.59333,27.04,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,India,Inde,Asia and the Pacific,Asie et Pacifique,in,ind,0
259,233,,"Qutb Minar and its Monuments, Delhi","Qutb Minar et ses monuments, Delhi","<p>Built in the early 13th century a few kilometres south of Delhi, the red sandstone tower of Qutb Minar is 72.5 m high, tapering from 2.75 m in diameter at its peak to 14.32 m at its base, and alternating angular and rounded flutings. The surrounding archaeological area contains funerary buildings, notably the magnificent Alai-Darwaza Gate, the masterpiece of Indo-Muslim art (built in 1311), and two mosques, including the Quwwatu'l-Islam, the oldest in northern India, built of materials reused from some 20 Brahman temples.</p>","<p>Construit au début du XIII<sup>e</sup> siècles à quelques kilomètres au sud de Delhi, le minaret de Qutb Minar est une tour de grès rouge haute de 72,5 m, d'un diamètre de 14,32 m à la base et de 2,75 m au sommet, avec des cannelures et des encorbellements de stalactites. La zone archéologique avoisinante comprend des tombeaux, le magnifique portail d'Alai-Darwaza, chef-d'œuvre de l'art indo-musulman bâti en 1311, et deux mosquées, dont celle de Quwwat-ul-Islam, la plus ancienne de l'Inde du Nord, faite de matériaux provenant d'une vingtaine de temples brahmaniques.</p>",<p>The Committee inscribed the site on the World Heritage List under criterion (iv)</p>,,1993,,0,,,77.18528,28.52583,0,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,India,Inde,Asia and the Pacific,Asie et Pacifique,in,ind,0
260,234,,Churches and Convents of Goa,Églises et couvents de Goa,"<p>The churches and convents of Goa, the former capital of the Portuguese Indies – particularly the Church of Bom Jesus, which contains the tomb of St Francis-Xavier – illustrate the evangelization of Asia. These monuments were influential in spreading forms of Manueline, Mannerist and Baroque art in all the countries of Asia where missions were established.</p>","<p>Ancienne capitale des Indes portugaises, Goa a conservé un ensemble d'églises et de couvents qui illustrent l'activité des missionnaires en Asie, en particulier l'église du Bom Jesus où se trouve le tombeau de saint François Xavier. Ces monuments ont exercé une influence dans tous les pays de mission d'Asie, diffusant à la fois les modèles de l'art manuélin, du maniérisme et du baroque.</p>",,,1986,,0,,,73.91167,15.50222,0,0,1,0,1,0,1,0,0,0,0,(ii)(iv)(vi),Cultural,C,India,Inde,Asia and the Pacific,Asie et Pacifique,in,ind,0
266,239,rev,Group of Monuments at Pattadakal,Ensemble de monuments de Pattadakal,"<p>Pattadakal, in Karnataka, represents the high point of an eclectic art which, in the 7th and 8th centuries under the Chalukya dynasty, achieved a harmonious blend of architectural forms from northern and southern India. An impressive series of nine Hindu temples, as well as a Jain sanctuary, can be seen there. One masterpiece from the group stands out – the Temple of Virupaksha, built c. 740 by Queen Lokamahadevi to commemorate her husband's victory over the kings from the South.</p>","<p>Pattadakal, dans l'État du Karnâtaka, illustre l'apogée d'un art éclectique qui, aux VII<sup>e</sup> et VIII<sup>e</sup> siècles, sous l'égide de la dynastie des Châlukya, sut réaliser une heureuse synthèse des formes architecturales du nord et du sud de l'Inde. On y trouve une imposante série de neuf temples hindouistes, ainsi qu'un sanctuaire jaïn. Dans ce groupe se détache un pur chef-d'œuvre, le temple de Virûpâksha, élevé vers 740 par la reine Lokamahadevi pour commémorer la victoire de son époux sur les souverains du Sud.</p>",,,1987,,0,,,75.81667,15.94833,5.56,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,India,Inde,Asia and the Pacific,Asie et Pacifique,in,ind,0
